Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1456,MIT,2.91,Masters,Boston,N/A,0.0,0,N/A,3,Software Engineer,08/19,04/23,Software Engineer,01/18,10/21,Software Engineer,06/16,10/17
1457,UCLA,3.06,Masters,Philadelphia,M,0.0,0,N/A,4,Data Analyst,10/20,12/22,Software Engineer,11/17,10/19,Data Analyst,04/16,05/19
1458,Northeastern University,2.61,PhD,Miami,F,1.0,0,N/A,3,Data Scientist,11/19,04/23,Data Analyst,01/17,09/19,Data Analyst,02/14,10/18
1459,Boston University,2.59,Bachelors,Chicago,M,0.0,0,N/A,4,Data Scientist,08/19,07/21,Machine Learning Engineer,05/18,05/19,Hardware Engineer,10/16,05/19
1460,Northeastern University,2.67,Masters,Las Vegas,M,N/A,0,0.0,3,Machine Learning Engineer,01/19,04/21,Research Scientist,10/17,09/21,Software Tester,10/15,07/18
1461,Providence University,2.52,PhD,San Francisco,F,0.0,0,0.0,1,Quantitative Analyst,03/20,02/22,Hardware Engineer,11/17,11/21,Research Scientist,05/16,11/18
1462,Providence University,2.78,Bachelors,Providence,F,0.0,1,0.0,4,Machine Learning Engineer,07/19,06/22,Data Analyst,08/17,06/20,Software Engineer,12/14,10/19
1463,Bryant University,1.45,Masters,San Francisco,M,N/A,0,N/A,2,Data Scientist,08/19,01/21,Software Tester,01/17,01/20,Machine Learning Engineer,09/15,06/17
1464,Providence State University,1.68,Masters,Miami,M,0.0,0,1.0,4,Software Tester,09/19,07/22,Hardware Engineer,12/16,03/21,Data Analyst,09/16,03/18
1465,Providence University,3.11,Bachelors,Las Vegas,N/A,1.0,0,N/A,4,Software Engineer,07/19,06/23,Data Analyst,08/18,04/21,Quantitative Analyst,10/16,07/19
1466,Providence University,3.63,Masters,Washington,N/A,N/A,0,N/A,4,Machine Learning Engineer,08/19,01/22,Quantitative Analyst,11/17,10/19,Hardware Engineer,04/16,08/17
1467,Columbia University,3.91,Bachelors,San Francisco,F,0.0,0,0.0,3,Data Analyst,11/20,09/21,Research Scientist,09/17,07/20,Quantitative Analyst,09/16,01/18
1468,Northeastern University,1.95,Masters,Los Angeles,F,0.0,0,N/A,0,Software Tester,10/19,09/23,Research Scientist,12/16,10/19,Hardware Engineer,07/15,08/19
1469,MIT,3.52,Bachelors,Chicago,N/A,N/A,0,1.0,0,Hardware Engineer,12/19,03/22,Machine Learning Engineer,10/18,06/20,Data Analyst,03/16,11/17
1470,Brown University,3.05,Bachelors,Las Vegas,F,1.0,0,0.0,0,Data Analyst,08/20,03/22,Software Engineer,09/18,04/19,Software Tester,03/14,04/17
1471,State Providence College,2.13,Bachelors,New York,N/A,N/A,0,N/A,1,Research Scientist,05/19,11/22,Hardware Engineer,11/18,06/20,Machine Learning Engineer,09/14,12/18
1472,Providence State University,1.08,Bachelors,Miami,N/A,0.0,0,0.0,3,Software Tester,05/20,07/23,Machine Learning Engineer,06/17,09/19,Data Scientist,06/14,01/17
1473,Columbia University,1.16,Masters,Chicago,N/A,1.0,0,N/A,0,Data Analyst,03/20,04/23,Software Tester,10/17,04/19,Quantitative Analyst,03/15,02/19
1474,Providence State University,3.11,Masters,Los Angeles,N/A,1.0,0,N/A,1,Software Tester,02/19,12/21,Machine Learning Engineer,06/17,03/20,Machine Learning Engineer,12/15,10/19
1475,Providence School,2.9,PhD,Chicago,F,N/A,0,N/A,0,Machine Learning Engineer,07/19,12/22,Software Engineer,08/18,06/21,Data Analyst,08/14,12/18
1476,Providence School,3.06,Bachelors,Philadelphia,M,1.0,0,0.0,1,Data Scientist,04/19,10/23,Data Scientist,06/17,02/19,Data Scientist,02/16,01/17
1477,UCSB,3.75,PhD,Los Angeles,N/A,N/A,0,0.0,2,Software Tester,02/19,08/23,Data Analyst,06/18,02/20,Quantitative Analyst,01/16,09/17
1478,MIT,1.64,PhD,Boston,F,N/A,0,N/A,1,Quantitative Analyst,04/19,09/23,Research Scientist,09/18,08/19,Software Engineer,10/15,03/18
1479,UCLA,1.44,Bachelors,Miami,F,1.0,0,N/A,1,Hardware Engineer,06/19,08/23,Software Engineer,05/18,03/21,Software Engineer,07/15,12/17
1480,Bryant University,2.77,PhD,Los Angeles,M,0.0,0,N/A,0,Research Scientist,02/20,10/22,Research Scientist,08/18,08/20,Software Engineer,01/16,02/17
1481,Brown University,3.13,Bachelors,Miami,F,1.0,0,1.0,4,Data Scientist,07/20,11/23,Data Scientist,01/18,03/20,Hardware Engineer,08/15,05/17
1482,UCLA,3.33,Bachelors,Providence,M,1.0,0,1.0,1,Software Engineer,07/19,07/23,Hardware Engineer,11/17,06/19,Hardware Engineer,12/13,01/18
1483,Providence University,2.08,PhD,Philadelphia,N/A,N/A,0,N/A,3,Quantitative Analyst,02/20,01/21,Research Scientist,04/17,09/21,Software Tester,11/14,08/17
1484,Providence School,2.86,Bachelors,Chicago,M,0.0,0,N/A,2,Software Engineer,07/19,08/22,Software Tester,05/17,06/21,Data Scientist,02/14,08/17
1485,Providence College,3.59,Masters,New York,N/A,0.0,1,0.0,4,Quantitative Analyst,09/19,01/22,Hardware Engineer,02/18,02/21,Software Tester,07/15,10/19
1486,Providence School,3.95,Bachelors,Chicago,F,N/A,0,1.0,4,Data Analyst,12/19,01/22,Software Tester,05/17,04/20,Data Scientist,05/14,08/18
1487,UC Berkeley,2.64,Bachelors,New York,N/A,N/A,1,1.0,3,Software Engineer,10/19,10/23,Data Analyst,02/18,02/20,Quantitative Analyst,02/16,12/17
1488,Columbia University,1.8,Bachelors,Boston,N/A,0.0,0,N/A,4,Data Scientist,01/19,12/21,Research Scientist,03/17,05/20,Quantitative Analyst,01/14,09/17
1489,Providence School,2.52,Masters,Los Angeles,N/A,1.0,0,N/A,2,Data Analyst,07/19,11/23,Research Scientist,02/17,12/19,Software Tester,08/14,11/17
1490,Providence School,1.85,Masters,New York,M,N/A,0,N/A,4,Quantitative Analyst,04/20,05/21,Machine Learning Engineer,01/18,01/21,Hardware Engineer,10/16,07/18
1491,UCSB,3.13,Bachelors,Philadelphia,M,0.0,0,0.0,1,Machine Learning Engineer,01/19,08/22,Quantitative Analyst,11/18,06/19,Software Engineer,11/16,01/17
1492,Columbia University,1.1,PhD,Las Vegas,N/A,1.0,0,1.0,1,Data Analyst,03/19,07/23,Data Scientist,04/17,09/21,Software Engineer,06/16,01/17
1493,UCSB,2.96,Masters,Chicago,N/A,0.0,0,N/A,4,Machine Learning Engineer,10/20,01/21,Quantitative Analyst,08/18,10/19,Research Scientist,01/16,02/17
1494,University of Rhode Island,2.55,Bachelors,Miami,N/A,N/A,0,0.0,0,Software Tester,03/19,11/22,Machine Learning Engineer,08/17,01/19,Data Analyst,09/15,04/18
1495,Boston University,3.39,Masters,Philadelphia,N/A,N/A,0,0.0,1,Hardware Engineer,03/20,01/23,Research Scientist,04/17,02/19,Hardware Engineer,11/16,11/18
1496,Bryant University,2.97,PhD,Boston,F,N/A,0,1.0,3,Data Analyst,02/20,04/22,Data Scientist,02/18,04/19,Machine Learning Engineer,11/16,04/18
1497,Northeastern University,1.82,PhD,New York,M,1.0,0,1.0,1,Software Engineer,10/20,09/23,Data Analyst,02/18,08/21,Data Analyst,05/15,08/19
1498,UC Berkeley,3.86,Masters,Miami,N/A,1.0,0,N/A,1,Research Scientist,11/19,01/23,Hardware Engineer,06/18,05/21,Software Tester,02/14,10/17
1499,State Providence College,2.96,Masters,Miami,M,0.0,0,0.0,0,Machine Learning Engineer,12/19,08/23,Quantitative Analyst,04/17,06/21,Machine Learning Engineer,06/14,01/17
1500,Brown University,2.87,Masters,Washington,N/A,0.0,0,N/A,0,Data Scientist,07/20,04/23,Hardware Engineer,04/18,11/21,Hardware Engineer,03/16,11/19
1501,UCLA,2.89,PhD,Providence,F,1.0,0,0.0,0,Data Scientist,01/20,04/23,Research Scientist,01/17,07/20,Software Engineer,08/15,12/17
1502,Providence University,2.07,PhD,Providence,M,1.0,0,1.0,3,Quantitative Analyst,05/19,03/22,Hardware Engineer,09/18,10/21,Data Scientist,03/15,01/19
1503,UCSB,2.8,Masters,San Francisco,N/A,1.0,0,N/A,4,Quantitative Analyst,04/20,07/23,Data Scientist,12/16,09/20,Machine Learning Engineer,06/16,02/19
1504,UCLA,1.26,PhD,Washington,M,1.0,0,1.0,2,Research Scientist,02/19,05/21,Software Tester,03/18,08/19,Hardware Engineer,02/15,09/18
1505,Columbia University,1.64,Bachelors,Philadelphia,N/A,0.0,0,1.0,2,Research Scientist,10/19,11/22,Software Tester,08/18,02/21,Quantitative Analyst,09/15,10/17
1506,Harvard University,3.71,Masters,Las Vegas,M,N/A,0,N/A,3,Software Tester,02/19,12/22,Machine Learning Engineer,01/18,11/21,Software Engineer,04/14,06/17
1507,State Providence College,1.5,Masters,Providence,N/A,1.0,0,0.0,4,Software Tester,03/20,04/23,Research Scientist,01/17,06/20,Data Scientist,05/15,10/18
1508,MIT,3.74,Masters,Washington,M,N/A,0,0.0,2,Data Analyst,01/20,10/22,Research Scientist,02/18,09/20,Machine Learning Engineer,08/14,02/18
1509,Boston University,3.63,Bachelors,New York,N/A,N/A,0,N/A,2,Data Analyst,09/19,10/21,Data Analyst,10/17,05/20,Data Scientist,08/16,02/18
1510,UCLA,3.17,PhD,Las Vegas,N/A,0.0,0,0.0,2,Quantitative Analyst,02/20,10/23,Data Scientist,04/17,12/19,Machine Learning Engineer,05/14,03/19
1511,Boston University,1.91,Bachelors,Los Angeles,F,1.0,0,0.0,2,Data Analyst,03/20,02/23,Data Scientist,10/17,09/19,Hardware Engineer,03/16,04/18
1512,Harvard University,2.9,Masters,Miami,M,1.0,1,0.0,0,Software Tester,01/20,11/23,Software Engineer,07/17,10/20,Hardware Engineer,09/15,10/19
1513,Boston University,1.66,PhD,Providence,M,1.0,1,1.0,1,Hardware Engineer,03/19,01/21,Data Scientist,02/18,11/19,Research Scientist,12/13,07/17
1514,Bryant University,1.64,Masters,Miami,F,0.0,0,0.0,1,Software Tester,01/19,08/23,Hardware Engineer,05/17,07/20,Machine Learning Engineer,08/15,05/17
1515,State Providence College,3.93,PhD,Chicago,M,N/A,0,0.0,2,Software Engineer,11/19,06/21,Quantitative Analyst,06/18,03/20,Machine Learning Engineer,09/15,02/17
1516,UCSB,3.45,Bachelors,Las Vegas,F,0.0,0,1.0,1,Software Tester,12/18,10/22,Data Analyst,03/18,12/20,Quantitative Analyst,10/16,02/17
1517,Boston University,1.73,PhD,Los Angeles,N/A,1.0,0,1.0,2,Hardware Engineer,12/18,06/21,Hardware Engineer,11/17,02/20,Machine Learning Engineer,11/14,07/19
1518,UCLA,1.81,Masters,Los Angeles,F,0.0,0,1.0,3,Data Scientist,03/19,01/23,Machine Learning Engineer,01/17,11/21,Software Tester,01/14,11/17
1519,Boston College,3.23,Masters,Chicago,M,0.0,1,1.0,0,Software Tester,07/20,12/22,Hardware Engineer,08/17,12/19,Software Tester,10/14,12/17
1520,Bryant University,1.87,PhD,Los Angeles,N/A,0.0,0,N/A,3,Hardware Engineer,06/19,09/21,Hardware Engineer,04/18,08/19,Data Analyst,10/14,01/17
1521,UCLA,3.75,PhD,Chicago,F,0.0,0,N/A,1,Software Tester,12/18,01/21,Research Scientist,04/18,08/20,Quantitative Analyst,10/16,11/18
1522,Providence University,2.11,PhD,New York,M,N/A,0,0.0,4,Hardware Engineer,11/20,12/22,Machine Learning Engineer,03/18,06/21,Data Scientist,06/15,04/17
1523,UCLA,2.26,Bachelors,Philadelphia,F,1.0,0,0.0,0,Research Scientist,06/19,08/21,Quantitative Analyst,08/18,06/21,Research Scientist,01/15,07/18
1524,University of Rhode Island,2.18,Masters,Philadelphia,M,1.0,0,0.0,1,Data Scientist,06/20,09/23,Machine Learning Engineer,06/18,05/19,Software Engineer,04/14,06/18
1525,Providence State University,3.8,PhD,Providence,N/A,1.0,0,N/A,3,Quantitative Analyst,07/20,05/21,Research Scientist,01/18,06/20,Research Scientist,04/16,08/19
1526,MIT,3.83,PhD,Providence,N/A,N/A,0,1.0,3,Research Scientist,12/19,04/23,Research Scientist,10/18,06/21,Hardware Engineer,03/15,04/18
1527,University of Rhode Island,1.38,Masters,Chicago,N/A,0.0,0,1.0,1,Software Engineer,03/19,07/21,Machine Learning Engineer,07/17,08/19,Research Scientist,05/16,01/19
1528,MIT,3.58,Masters,Philadelphia,M,1.0,0,0.0,0,Data Analyst,12/19,12/21,Software Tester,01/17,02/21,Research Scientist,03/16,09/17
1529,MIT,1.28,PhD,Chicago,N/A,0.0,0,N/A,3,Quantitative Analyst,03/20,01/21,Data Analyst,10/18,05/20,Quantitative Analyst,08/15,04/19
1530,Northeastern University,3.1,PhD,Providence,N/A,N/A,0,0.0,2,Software Engineer,06/20,10/22,Machine Learning Engineer,06/17,12/19,Software Tester,12/14,02/19
1531,Providence University,2.56,Bachelors,Las Vegas,M,1.0,0,0.0,4,Software Engineer,09/20,03/23,Quantitative Analyst,11/17,01/20,Software Tester,01/16,03/19
1532,Brown University,3.19,PhD,Philadelphia,F,N/A,0,1.0,1,Data Scientist,01/20,03/22,Machine Learning Engineer,08/17,02/20,Quantitative Analyst,11/16,01/18
1533,Boston College,2.48,Masters,Los Angeles,N/A,0.0,0,0.0,4,Quantitative Analyst,08/20,07/22,Software Engineer,02/17,12/20,Quantitative Analyst,11/15,01/19
1534,Boston College,2.49,Masters,Las Vegas,F,N/A,0,N/A,0,Research Scientist,11/19,10/21,Hardware Engineer,11/17,07/19,Software Tester,01/16,05/17
1535,Brown University,3.15,Bachelors,Philadelphia,M,1.0,0,N/A,4,Data Scientist,03/20,05/22,Machine Learning Engineer,04/17,08/21,Data Scientist,02/14,01/17
1536,UCLA,2.61,Masters,New York,N/A,1.0,0,N/A,4,Data Scientist,12/18,07/22,Hardware Engineer,03/18,01/19,Hardware Engineer,05/16,06/17
1537,Boston University,3.17,PhD,San Francisco,N/A,0.0,0,N/A,1,Quantitative Analyst,07/19,09/21,Research Scientist,03/17,03/19,Hardware Engineer,05/15,07/17
1538,State Providence College,2.51,Bachelors,Chicago,N/A,N/A,1,0.0,2,Research Scientist,05/20,12/22,Data Analyst,08/17,07/20,Research Scientist,07/15,03/17
1539,UCLA,2.66,Bachelors,Boston,N/A,N/A,1,N/A,2,Research Scientist,11/19,06/23,Data Analyst,02/17,01/20,Hardware Engineer,12/13,06/18
1540,Bryant University,2.05,Masters,Philadelphia,N/A,N/A,0,0.0,0,Software Tester,08/19,07/23,Hardware Engineer,10/18,09/20,Data Analyst,08/16,01/17
1541,Columbia University,1.35,Bachelors,San Francisco,M,0.0,0,1.0,2,Software Tester,10/20,09/22,Software Tester,01/17,12/19,Software Engineer,09/14,04/19
1542,University of Rhode Island,2.59,Bachelors,San Francisco,M,0.0,1,1.0,3,Data Scientist,10/19,06/23,Data Analyst,03/18,05/20,Quantitative Analyst,06/16,06/19
1543,Providence State University,2.76,Bachelors,Los Angeles,M,N/A,1,1.0,1,Data Analyst,05/19,10/21,Software Engineer,06/18,11/20,Data Scientist,10/15,03/18
1544,Boston College,3.66,Masters,Chicago,M,N/A,1,1.0,3,Research Scientist,09/20,01/21,Quantitative Analyst,09/17,09/20,Research Scientist,06/15,07/17
1545,State Providence College,3.73,PhD,Providence,N/A,N/A,0,N/A,0,Machine Learning Engineer,02/20,01/21,Data Scientist,04/18,03/19,Software Tester,04/16,02/19
1546,Northeastern University,1.29,Bachelors,Chicago,N/A,1.0,0,N/A,2,Hardware Engineer,10/19,10/23,Hardware Engineer,05/18,09/19,Software Engineer,05/15,06/18
1547,University of Rhode Island,2.98,Bachelors,Providence,N/A,0.0,1,0.0,3,Software Tester,08/19,10/23,Software Engineer,05/17,09/20,Hardware Engineer,05/16,03/17
1548,UC Berkeley,1.45,Bachelors,Los Angeles,F,0.0,0,0.0,4,Quantitative Analyst,07/20,01/22,Data Scientist,05/17,12/20,Hardware Engineer,03/15,02/19
1549,Boston College,2.88,PhD,Chicago,M,0.0,0,0.0,2,Software Tester,05/19,03/23,Machine Learning Engineer,05/17,09/19,Hardware Engineer,06/15,03/19
1550,Brown University,1.67,Masters,Los Angeles,N/A,N/A,0,0.0,3,Software Tester,04/20,03/22,Hardware Engineer,05/18,11/19,Quantitative Analyst,09/16,07/19
1551,Providence School,1.23,Bachelors,Philadelphia,M,0.0,0,1.0,0,Software Engineer,07/20,09/21,Quantitative Analyst,02/17,07/20,Software Engineer,07/15,06/17
1552,MIT,1.72,Bachelors,Miami,M,0.0,0,N/A,1,Software Tester,02/20,05/23,Data Scientist,06/17,07/19,Software Tester,10/14,11/19
1553,Northeastern University,3.24,Bachelors,Providence,N/A,N/A,0,0.0,2,Hardware Engineer,01/19,12/22,Machine Learning Engineer,10/17,09/19,Software Tester,01/14,02/18
1554,Columbia University,1.45,Bachelors,Philadelphia,M,N/A,0,N/A,0,Data Scientist,09/19,06/21,Machine Learning Engineer,12/16,02/20,Software Engineer,06/14,07/17
1555,UC Berkeley,1.15,Bachelors,Boston,M,1.0,0,N/A,0,Hardware Engineer,01/19,09/23,Software Tester,04/17,05/19,Software Tester,02/16,10/19
1556,University of Rhode Island,3.51,Bachelors,Miami,F,0.0,0,1.0,0,Quantitative Analyst,09/19,07/23,Data Analyst,06/17,01/21,Software Engineer,03/14,05/18
1557,Boston College,2.17,Masters,Philadelphia,M,N/A,0,1.0,4,Data Scientist,07/19,11/22,Machine Learning Engineer,04/18,07/19,Software Tester,12/13,03/17
1558,Northeastern University,3.71,PhD,Washington,M,1.0,0,N/A,3,Software Tester,05/19,09/22,Machine Learning Engineer,09/18,07/20,Research Scientist,08/15,02/17
1559,UCSB,1.72,Masters,Chicago,F,1.0,0,N/A,3,Software Tester,06/19,06/23,Software Engineer,06/17,11/19,Research Scientist,04/14,08/19
1560,University of Rhode Island,2.09,Bachelors,Los Angeles,N/A,1.0,0,0.0,3,Machine Learning Engineer,06/20,03/22,Quantitative Analyst,10/18,11/20,Software Tester,11/16,10/19
1561,Boston University,3.37,Masters,Boston,N/A,N/A,0,0.0,2,Quantitative Analyst,03/20,08/23,Software Tester,02/17,06/19,Software Engineer,07/16,09/19
1562,Bryant University,1.32,Masters,San Francisco,N/A,N/A,0,0.0,0,Data Analyst,10/20,08/23,Machine Learning Engineer,04/18,08/20,Machine Learning Engineer,02/14,09/19
1563,Northeastern University,2.33,Bachelors,Providence,M,N/A,0,1.0,0,Research Scientist,04/19,02/22,Research Scientist,09/18,01/19,Software Engineer,12/15,04/17
1564,UC Berkeley,1.74,Masters,Las Vegas,F,1.0,0,1.0,3,Data Scientist,02/19,04/22,Quantitative Analyst,09/18,06/19,Data Scientist,04/14,12/18
1565,UCSB,2.63,PhD,Las Vegas,F,1.0,0,N/A,1,Research Scientist,03/20,03/22,Quantitative Analyst,04/18,07/20,Software Tester,03/14,10/18
1566,MIT,2.0,Bachelors,Las Vegas,F,0.0,0,1.0,4,Data Analyst,09/19,01/22,Data Analyst,08/18,01/21,Software Engineer,12/15,04/19
1567,MIT,3.22,Bachelors,Los Angeles,N/A,N/A,0,0.0,4,Machine Learning Engineer,06/19,07/21,Research Scientist,12/17,07/19,Research Scientist,07/14,07/17
1568,Northeastern University,3.16,Masters,San Francisco,F,1.0,0,N/A,3,Machine Learning Engineer,03/20,03/21,Research Scientist,12/16,06/19,Quantitative Analyst,12/13,01/19
1569,MIT,2.18,PhD,Providence,F,1.0,0,N/A,4,Data Analyst,07/19,12/22,Research Scientist,03/17,06/19,Research Scientist,05/16,09/18
1570,Harvard University,1.42,PhD,Los Angeles,N/A,1.0,0,1.0,2,Hardware Engineer,02/19,01/23,Machine Learning Engineer,02/17,01/21,Data Analyst,03/15,06/18
1571,Providence University,2.65,Masters,Las Vegas,M,N/A,0,1.0,2,Data Analyst,01/19,11/21,Research Scientist,05/17,11/21,Machine Learning Engineer,03/16,01/17
1572,Columbia University,1.44,PhD,Chicago,N/A,N/A,0,N/A,0,Data Analyst,06/20,12/22,Data Scientist,01/18,04/19,Machine Learning Engineer,02/15,10/19
1573,Bryant University,2.92,Bachelors,San Francisco,M,0.0,0,1.0,4,Software Engineer,10/20,09/21,Data Scientist,10/18,03/21,Machine Learning Engineer,07/14,10/18
1574,MIT,1.85,PhD,Miami,N/A,1.0,0,1.0,2,Software Engineer,04/19,10/21,Machine Learning Engineer,01/17,09/19,Research Scientist,11/15,05/17
1575,Brown University,2.36,Masters,New York,F,N/A,0,1.0,3,Software Engineer,01/19,03/21,Software Tester,09/17,05/21,Quantitative Analyst,01/15,04/17
1576,Boston University,1.73,Masters,Boston,F,0.0,0,N/A,4,Software Tester,06/20,11/23,Software Tester,07/18,09/21,Machine Learning Engineer,06/16,04/17
1577,State Providence College,2.19,Bachelors,Chicago,M,0.0,0,N/A,2,Software Tester,12/18,08/21,Software Engineer,11/18,08/21,Data Scientist,08/14,02/19
1578,Providence College,2.09,PhD,Los Angeles,F,N/A,0,0.0,1,Data Analyst,04/19,02/21,Machine Learning Engineer,09/18,03/20,Hardware Engineer,04/16,02/17
1579,UCSB,1.14,Bachelors,Miami,M,1.0,0,1.0,1,Hardware Engineer,01/19,10/23,Machine Learning Engineer,12/16,06/20,Software Engineer,02/16,04/18
1580,Providence College,2.57,PhD,Los Angeles,N/A,N/A,0,0.0,2,Software Tester,06/20,06/22,Machine Learning Engineer,07/17,04/20,Software Tester,02/15,05/17
1581,State Providence College,2.68,Bachelors,Philadelphia,M,1.0,0,0.0,4,Hardware Engineer,11/20,10/23,Research Scientist,04/18,04/21,Quantitative Analyst,10/14,08/17
1582,Providence State University,3.65,Bachelors,Boston,M,0.0,0,N/A,1,Hardware Engineer,09/19,06/23,Machine Learning Engineer,10/18,06/21,Machine Learning Engineer,03/14,11/17
1583,Columbia University,2.81,Bachelors,Chicago,F,0.0,0,0.0,2,Hardware Engineer,09/20,06/23,Data Analyst,11/18,02/20,Research Scientist,05/16,03/17
1584,Providence University,3.49,PhD,Boston,F,1.0,0,N/A,1,Software Tester,03/19,04/22,Machine Learning Engineer,12/17,10/21,Software Tester,08/16,09/18
1585,Boston College,2.12,Masters,Chicago,M,1.0,0,1.0,1,Data Scientist,05/20,01/21,Software Engineer,12/17,11/21,Data Scientist,06/16,05/18
1586,Brown University,3.28,Masters,Los Angeles,M,0.0,0,N/A,2,Hardware Engineer,06/20,06/23,Software Engineer,08/17,02/20,Software Tester,01/15,05/19
1587,MIT,2.48,PhD,Miami,F,N/A,0,0.0,2,Data Analyst,01/19,09/23,Software Engineer,10/17,03/20,Quantitative Analyst,07/14,10/17
1588,Boston College,3.6,Masters,Providence,N/A,0.0,0,0.0,4,Software Tester,02/19,07/23,Quantitative Analyst,10/18,05/21,Machine Learning Engineer,12/14,02/17
1589,Boston College,1.41,PhD,Las Vegas,F,0.0,1,0.0,2,Machine Learning Engineer,08/19,05/22,Data Scientist,05/18,11/20,Data Analyst,02/14,10/19
